Question,Class
What is the name of the city that Maurizio Pellegrin lives in ?,LOC
Where can I find pictorial directions on how to build a very simple treehouse ?,LOC
What country contains Africa's northernmost point ?,LOC
Where is the Kalahari desert ?,LOC
What city is sometimes called Gotham ?,LOC
What countries have the largest areas of forest ?,LOC
What South American city has the world's highest commercial landing field ?,LOC
What two European countries entered the War of American Independence against the British ?,LOC
What is the name of the tallest mountain in the world ?,LOC
Where can I find a review of Nightmare on Elm Street in a film journal ?,LOC
Where was George Washington born ?,LOC
What European city do Nicois live in ?,LOC
What is California's capital ?,LOC
What European country is home to the beer-producing city of Budweis ?,LOC
Where was Christopher Columbus born ?,LOC
What sea did the Romans call mare nostrum ?,LOC
What city did the Flintstones live in ?,LOC
What stadium do the Miami Dolphins play their home games in ?,LOC
What state is John F. Kennedy buried in ?,LOC
What U.S. state has an element named for it ?,LOC
What is the deepest area of the Arctic Ocean ?,LOC
Where can I find a '' Fifth Element '' screensaver ?,LOC
What is Answers.com's address ?,LOC
Where can I buy movies on videotape online ?,LOC
What ocean is the largest in the world ?,LOC
Which city did Christian Crusaders fight to recapture from the Muslims ?,LOC
Where does chocolate come from ?,LOC
Where can I find a case on Individuals with Disabilities Education Act of 1991 ?,LOC
What mountains lie between the Arkansas and Missouri rivers ?,LOC
What's the closest G2 Spectrum Yellow Dwarf to Earth ?,LOC
Where is Basque country located ?,LOC
What South Korean city is served by Kimpo International Airport ?,LOC
What was the highest mountain on earth before Mount Everest was discovered ?,LOC
What country's people are the top television watchers ?,LOC
What Nevada center has been dubbed The Biggest Little City in the World ?,LOC
Where must a soccer goalie stand to be permitted to handle the ball ?,LOC
In what U.S. state was the first woman governor elected ?,LOC
What is the highest peak in Africa ?,LOC
Where is Procter & Gamble headquartered in the U.S. ?,LOC
What desert has been called The Garden of Allah ?,LOC
Where's the 19th hole on a golf course ?,LOC
Where can I find a person's address from a telephone number ?,LOC
Where did Sarge Steel get his metal hand ?,LOC
What country did King Gustav V reign over from 197 to 195 ?,LOC
In what area of the world was the Six Day War fought ?,LOC
What is the brightest star visible from Earth ?,LOC
Where do hyenas live ?,LOC
What U.S. city is The Queen of the Pacific ?,LOC
Where can I find out the top 1 singles ?,LOC
What was known as the Spice Island ?,LOC
McCarren Airport is located in what city ?,LOC
What country has the largest sheep population ?,LOC
What country is the world's largest importer of cognac ?,LOC
What city is Logan Airport in ?,LOC
What is the largest city on the Great Lakes ?,LOC
What city gained renown for its pea-soup fogs ?,LOC
What Russian seaport has a name meaning '' Lord of the East '' ?,LOC
Where can stocks be traded on-line ?,LOC
Where do people mountain climb in Nepal ?,LOC
What are the Nordic nations ?,LOC
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,LOC
What U.S. state borders Illinois to the north ?,LOC
Where did the myth of Santa Claus originate ?,LOC
What city is served by Logan International Airport ?,LOC
What attracts tourists to Reims ?,LOC
Where is Procter & Gamble based in the U.S. ?,LOC
What is the web address of the list of e-mail addresses of members of the House of Representatives ?,LOC
Where is the Abominable Snowman said to wander ?,LOC
What was the only country you were allowed to drive into Israel from in 1979 ?,LOC
In What city or state do the most gay men live in ?,LOC
Where can I find the best free evidence for debate about Russia ?,LOC
What is Bill Gates of Microsoft E-mail address ?,LOC
What Russian city boasts the Hermitage Museum ?,LOC
Where is Trinidad ?,LOC
What's the tallest building in New York City ?,LOC
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,LOC
What is the highest mountain in the world ?,LOC
What arch can you see from the Place de la Concorde ?,LOC
Which way do you turn your Bic to increase the flame - clockwise or counterclockwise ?,LOC
Which is the wealthiest country in the world ?,LOC
Which country is Australia's largest export market ?,LOC
Where is the Kentucky Horse Park located ?,LOC
What is the leading pecan and peanut growing state ?,LOC
Where are the tropical rain forest distributions ?,LOC
Where was Lincoln assassinated ?,LOC
What city was President William McKinley shot in ?,LOC
What city has the world's longest subway system ?,LOC
What are the five most expensive cities in the world ?,LOC
What county is Chicago in ?,LOC
Where is the Danube ?,LOC
What is the longest place name in the U.S. ?,LOC
Where can I find correct tabs for Third Eye Blind songs ?,LOC
What Asian country has a bill of rights for cows ?,LOC
What city is the setting for Puccini's opera La Boheme ?,LOC
Where is Mozambique located ?,LOC
What city houses the U.S. headquarters of Procter and Gamble ?,LOC
What is the smallest country in Africa ?,LOC
Where is Windsor Castle ?,LOC
Where can I find the names of all the 15 Pokemon ?,LOC
What state does Martha Stewart live in ?,LOC
What are the Benelux countries ?,LOC
Where's the Petrified Forest ?,LOC
Where is Tornado Alley ?,LOC
What state in the U.S. has the most blacks ?,LOC
What is the city in which Maurizio Pellegrin lives called ?,LOC
What is the oldest website on the Internet ?,LOC
What's the longest river in the world ?,LOC
What mountain range is traversed by the highest railroad in the world ?,LOC
Where are the leading medical groups specializing in lung diseases ?,LOC
What's the sacred river of India ?,LOC
What is Stefan Edberg's native country ?,LOC
Name the largest country in South America .,LOC
What country are Godiva chocolates from ?,LOC
What U.S. state records the least rainfall ?,LOC
What Texas city got its name from the Spanish for '' yellow '' ?,LOC
What country did the Nile River originate in ?,LOC
What country has the best defensive position in the board game Diplomacy ?,LOC
What two countries share the Khyber Pass ?,LOC
In what city is the headquarters of Sinn Fein ?,LOC
Where can I find information on George Bush ?,LOC
What's the second-largest island in the world ?,LOC
Where is Logan Airport ?,LOC
What is the state nickname of Mississippi ?,LOC
What's the name of the temple that is located near the capital city of Laos ?,LOC
Where can I buy a good snowboard for less than $200 ?,LOC
What London street is the home of British journalism ?,LOC
In what city is the famed St. Mark's Square ?,LOC
Where is Tufts University ?,LOC
What province is Edmonton located in ?,LOC
What is the oldest website on the Internet ?,LOC
What country received all the Nobel Prizes awarded in 1976 ?,LOC
What is Britain's possession on the Chinese mainland ?,LOC
What are the only two states that incorporate the Confederate battle flag in their flags ?,LOC
Where is Guam ?,LOC
What are tourist attractions in Reims ?,LOC
What Colorado city owns its own glacier ?,LOC
Where did guinea pigs originate ?,LOC
What two countries ' coastlines border the Bay of Biscay ?,LOC
What country was the setting of You Only Live Twice ?,LOC
In what state was the first co-educational college established,LOC
What country in Latin America is the largest one ?,LOC
On which Hawaiian island is Pearl Harbor ?,LOC
What city is wiener schnitzel named for ?,LOC
What desert has the highest sand dunes ?,LOC
What two countries contain Sierra Nevada mountains ?,LOC
What continent's name appears on the upper left corner of a Budweiser label ?,LOC
Where can I get information and statistics on countries and nations ?,LOC
Where can I find a list of all the companies in America that offer a direct stock purchase plan ?,LOC
What country was A Terrible Beauty to Leon Uris ?,LOC
Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?,LOC
What is the Homelite Inc. home page ?,LOC
What mountainous region of the world is the Lhasa Apso dog native to ?,LOC
Where can I find information about touring the Philippines ?,LOC
Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?,LOC
Where was Richard Nixon when Gerald Ford became president ?,LOC
What are the largest breweries in the world ?,LOC
What country and western singer is known as The Silver Fox ?,LOC
What building appropriately enough is depicted on the back of the 1-dollar bill ?,LOC
Where is Rider College located ?,LOC
Where was the first restaurant ?,LOC
Where can I find full written draft of CTBT ?,LOC
What is website of the International Court of Justice ?,LOC
Where are 8 of the 10 highest mountains in the world ?,LOC
Where can I look at a perpetual calendar ?,LOC
What is one of the cities that the University of Minnesota is located in ?,LOC
What is the most useful site on the Internet ?,LOC
What is the world's highest peak ?,LOC
What's the largest U.S. city on the Great Lakes ?,LOC
What sea separates Naples and Algiers ?,LOC
Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?,LOC
Where is Ocho Rios ?,LOC
What ocean does Mauritania border ?,LOC
What country is Kosovo a part of ?,LOC
Tell me what city the Kentucky Horse Park is near ?,LOC
What is Bill Gross's email address ?,LOC
What's the northernmost U.S. state apart from Alaska ?,LOC
Name an art gallery in New York .,LOC
What building are British monarchs crowned in ?,LOC
What is the capital of Burkina Faso ?,LOC
What continent is Bolivia on ?,LOC
What U.S. state has the most blondes ?,LOC
What city is often called The Insurance Capital of the World ?,LOC
What country was Sir Edmund Hillary born in ?,LOC
What city was John F. Kennedy nominated for president in ?,LOC
Where did the Battle of the Bulge take place ?,LOC
What state full of milk and honey was the destination in The Grapes of Wrath ?,LOC
What is the tallest building in Japan ?,LOC
Where is Sinn Fein's headquarters ?,LOC
What country's northernmost city is Darwin ?,LOC
What Kentucky city calls itself The Horse Center of America ?,LOC
What U.S. state is Dixville Notch in ?,LOC
What is the largest shopping mall in the world ?,LOC
Where is the location of the Orange Bowl ?,LOC
What are the seven seas ?,LOC
Which country is known as '' Big Bear '' ?,LOC
What's the home of the Rockettes ?,LOC
What is the website for the USA journal ?,LOC
What U.S. state has the second-longest coastline ?,LOC
What state's home to the Buffalo Bill Historical Center ?,LOC
What is the largest natural lake in Pennsylvania ?,LOC
Where does the Santa Fe Trail begin and end ?,LOC
Which city in Canada is the least-populated ?,LOC
Where is the Isle of Man ?,LOC
What do we call the imaginary line along the top of the Rocky Mountains ?,LOC
What country's capital is Lagos ?,LOC
Where does Ray Bradbury's Chronicles take place ?,LOC
Where can I get information about cystic fibrosis ?,LOC
Where did Honecker rule ?,LOC
What African country is governed from Ouagadougou ?,LOC
What French seaport claims to be The Home of Wines ?,LOC
What countries have the largest armed forces in the world ?,LOC
What city is terrorized by Dracula in The Night Stalker ?,LOC
What is the best hospital for orthopedics in the country ?,LOC
What lake is Sheboygan on ?,LOC
What is the largest lake in North America ?,LOC
What city or state do the most gay men live in ?,LOC
Where are all European and American eels born ?,LOC
What was the first town to be chartered in Vermont ?,LOC
What state has the longest Great Lakes shoreline ?,LOC
What U.S. state ends with a G ?,LOC
What are the largest libraries in the US ?,LOC
What country boasts the most dams ?,LOC
What Metropolis landmark was first introduced in the Superman cartoons of the 1940's ?,LOC
Where can one find Mozambique ?,LOC
In what city is the US Declaration of Independence located ?,LOC
What nationality was Jackson Pollock ?,LOC
What is worth seeing in Reims ?,LOC
Where is Santa Lucia ?,LOC
